League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_year,birth_month,birth_date,height,height_cm,weight,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team,position
Brazilian-NBB,2019 - 2020,International,Luis Sacco,FAC,25,414.0,163,52,0.419,32,0.405,27,0.844,9,25,34,24,14,0,25,48,1997,Jul,"Jul 21, 1997",6-0,183,162,73,Brazil,,,,,PG
Brazilian-NBB,2019 - 2020,International,Lucas Pereira,PIN,27,393.2,161,64,0.471,3,0.2,30,0.566,34,71,105,18,10,15,22,56,1998,Feb,"Feb 17, 1998",6-8,203,238,108,Brazil,,,,,FC
Brazilian-NBB,2019 - 2020,International,Caue de Freitas,CEA,26,572.2,157,58,0.426,26,0.382,15,0.625,17,79,96,65,24,7,27,78,1988,May,"May 5, 1988",6-4,193,198,90,Brazil,,,,,SF
Brazilian-NBB,2019 - 2020,International,Eduardo Sommer,BOT,22,506.3,152,53,0.424,11,0.262,35,0.778,30,54,84,24,16,11,27,76,1994,Dec,"Dec 29, 1994",6-8,203,202,92,Brazil,,,,,F
Brazilian-NBB,2019 - 2020,International,Elinho Neto,FRA,25,668.7,149,51,0.398,28,0.394,19,0.792,13,76,89,128,26,2,50,58,1989,Dec,"Dec 27, 1989",6-4,193,192,87,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Deryk Ramos,FLA,24,442.2,147,51,0.392,30,0.353,15,0.6,6,23,29,65,23,1,21,49,1994,Jun,"Jun 14, 1994",6-1,185,185,84,Brazil,,,,,SG
Brazilian-NBB,2019 - 2020,International,Santiago Vidal,FAC,23,629.5,144,51,0.333,24,0.264,18,0.783,20,79,99,175,47,0,41,44,1989,Jun,"Jun 5, 1989",5-11,180,165,75,Uruguay,,,,,PG
Brazilian-NBB,2019 - 2020,International,Antonio Ferreira,FAC,26,391.1,142,53,0.53,15,0.417,21,0.75,17,48,65,21,15,4,18,43,1994,May,"May 25, 1994",6-5,196,185,84,Brazil,,,,,GF
Brazilian-NBB,2019 - 2020,International,Jeremiah Massey,BAU,11,325.4,139,48,0.393,23,0.311,20,0.69,18,70,88,21,21,5,13,26,1982,Jul,"Jul 22, 1982",6-8,203,220,100,United States / North Macedonia,Mackenzie High School,,,,SF
Brazilian-NBB,2019 - 2020,International,Pedro Lima,RIO,21,379.4,138,42,0.385,15,0.3,39,0.722,10,29,39,36,4,0,19,39,1987,Jul,"Jul 8, 1987",6-3,191,208,94,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Jonas Matheus Buffat,PIN,27,542.6,137,52,0.515,18,0.409,15,0.625,24,60,84,34,19,5,24,65,2000,May,"May 2, 2000",6-3,191,200,91,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Gabriel De Oliveira,FAC,24,364.0,136,48,0.462,18,0.34,22,0.629,9,22,31,11,10,2,27,53,1993,Jul,"Jul 12, 1993",6-8,203,209,95,Brazil,,,,,F
Brazilian-NBB,2019 - 2020,International,Diego Conceicao,BOT,26,389.4,136,47,0.435,15,0.349,27,0.794,24,47,71,16,17,5,21,60,1987,May,"May 8, 1987",6-7,201,205,93,Brazil,,,,,F
Brazilian-NBB,2019 - 2020,International,Anthony Johnson,CORI,25,312.0,120,51,0.49,0,0.0,18,0.45,34,57,91,14,12,10,24,59,1988,May,"May 19, 1988",6-8,203,245,111,United States,Lake Wales High School,,,,F
Brazilian-NBB,2019 - 2020,International,Leonardo Joanes Eltink,SAO,27,482.7,119,48,0.444,11,0.234,12,0.632,24,54,78,41,22,8,25,47,1995,Mar,"Mar 22, 1995",6-1,185,178,81,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Murilo Becker,SPFC,21,304.7,119,38,0.447,3,0.188,40,0.755,26,44,70,15,5,6,23,48,1983,Jul,"Jul 14, 1983",6-11,211,250,113,Brazil,,,,,C
Brazilian-NBB,2019 - 2020,International,Paulinho Boracini,BOT,25,317.6,118,40,0.336,23,0.333,15,0.652,5,23,28,38,6,0,33,31,1984,Dec,"Dec 26, 1984",6-0,183,176,80,Brazil / Italy,,,,,G
Brazilian-NBB,2019 - 2020,International,Lucas Brito de Campos,BAU,26,287.6,117,39,0.534,10,0.417,29,0.659,6,14,20,22,16,1,24,43,1997,Sep,"Sep 22, 1997",6-2,188,178,81,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Anderson Rodrigues,PATO,25,318.2,113,37,0.487,0,0.0,39,0.722,31,42,73,6,11,7,24,63,1997,Aug,"Aug 6, 1997",6-10,208,232,105,Brazil,,,,,PF
Brazilian-NBB,2019 - 2020,International,Freddie McSwain,BOT,22,328.2,112,38,0.442,13,0.394,23,0.742,13,66,79,15,13,6,20,47,1994,Dec,"Dec 2, 1994",6-6,198,224,102,United States,Liberty County High School,,,,SF
Brazilian-NBB,2019 - 2020,International,Jhonatan dos Santos,FLA,22,403.4,111,38,0.409,19,0.38,16,0.8,16,29,45,21,12,0,13,52,1987,Apr,"Apr 10, 1987",6-5,196,198,90,Brazil,,,,,F
Brazilian-NBB,2019 - 2020,International,Sergio Sillas da Conceicao,SAO,27,380.6,111,44,0.444,0,0.0,23,0.535,29,49,78,12,14,19,25,82,2000,May,"May 21, 2000",6-10,208,212,96,Brazil,,,,,C
Brazilian-NBB,2019 - 2020,International,Thiago Mathias,CEA,26,433.2,109,46,0.489,1,0.1,16,0.762,17,96,113,13,10,9,34,62,1989,Jul,"Jul 28, 1989",6-10,208,264,120,Brazil,,,,,FC
Brazilian-NBB,2019 - 2020,International,Dikembe Dixson,FAC,13,243.8,108,35,0.449,6,0.25,32,0.914,8,25,33,2,13,4,13,26,1996,Sep,"Sep 6, 1996",6-7,201,200,91,United States,Nelson County High School,,,,PF
Brazilian-NBB,2019 - 2020,International,Humberto Gomes,CORI,20,409.2,108,33,0.388,9,0.257,33,0.767,23,38,61,28,15,2,28,57,1995,Jul,"Jul 2, 1995",6-5,196,180,82,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Wesley Alves,BOT,24,442.4,106,37,0.378,12,0.261,20,0.8,18,66,84,18,13,7,15,52,1996,Jun,"Jun 30, 1996",6-7,201,189,86,Brazil,,,,,GF
Brazilian-NBB,2019 - 2020,International,Lucas Alves,FRA,13,223.8,106,36,0.486,13,0.419,21,0.75,11,33,44,12,5,7,8,27,1986,Jun,"Jun 14, 1986",6-7,201,176,80,Brazil,,,,,PF
Brazilian-NBB,2019 - 2020,International,Andre Coimbra,PATO,21,348.8,106,49,0.538,0,0.0,8,0.4,26,52,78,13,10,4,29,63,1986,Oct,"Oct 29, 1986",6-9,206,222,101,Brazil,Benedictine High School,,,,F
Brazilian-NBB,2019 - 2020,International,Guilherme Abreu,FRA,25,250.8,106,38,0.487,10,0.345,20,0.769,16,43,59,12,4,5,12,44,1999,Jun,"Jun 2, 1999",6-6,198,185,84,Brazil,,,,,SF
Brazilian-NBB,2019 - 2020,International,Eloy Vargas,FLA,14,221.3,104,37,0.474,0,0.0,30,0.6,23,43,66,6,7,7,9,33,1988,Dec,"Dec 30, 1988",6-11,211,244,111,Dominican Republic,American Heritage School,,,,FC
Brazilian-NBB,2019 - 2020,International,Shilton Santos,MIN,22,365.7,104,37,0.544,0,0.0,30,0.667,36,51,87,9,8,1,16,61,1982,Aug,"Aug 10, 1982",6-6,198,231,105,Brazil,,,,,PF
Brazilian-NBB,2019 - 2020,International,Larry Taylor,BAU,11,260.5,101,35,0.417,15,0.375,16,0.727,9,28,37,21,12,0,17,20,1980,Oct,"Oct 3, 1980",6-1,185,194,88,United States / Brazil,Rich Central High School,,,,G
Brazilian-NBB,2019 - 2020,International,Samuel Cezar Ferreira Dos Santos,BAU,26,411.5,98,40,0.44,7,0.292,11,0.5,20,35,55,26,19,0,20,49,1999,Jan,"Jan 18, 1999",6-1,185,202,92,Brazil,,,,,SG
Brazilian-NBB,2019 - 2020,International,Felipe Ruivo,PAU,22,382.7,97,34,0.366,20,0.308,9,0.6,5,37,42,59,10,0,14,30,1998,Feb,"Feb 16, 1998",6-3,191,185,84,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Juan Pablo Figueroa,RIO,16,378.3,96,33,0.452,14,0.4,16,0.8,7,33,40,78,10,0,25,55,1986,Mar,"Mar 13, 1986",6-1,185,185,84,Argentina,,,,,PG
Brazilian-NBB,2019 - 2020,International,Matheus Silva,SAO,25,227.1,93,31,0.47,4,0.235,27,0.574,13,20,33,27,17,0,27,59,2000,Jun,"Jun 11, 2000",6-3,191,N/A,,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Douglas Kurtz,SPFC,21,240.9,93,39,0.661,0,0.0,15,0.556,19,40,59,8,2,2,19,37,1987,Jun,"Jun 11, 1987",7-0,213,265,120,Brazil,Universitario,,,,FC
Brazilian-NBB,2019 - 2020,International,Lucas Santana,MOG,17,218.9,92,28,0.4,17,0.395,19,0.792,5,14,19,20,6,1,13,18,1997,Jul,"Jul 6, 1997",5-11,180,N/A,,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Paulo Henrique Scheuer,PATO,25,339.2,91,38,0.447,0,0.0,15,0.75,20,28,48,12,7,2,17,46,1999,Apr,"Apr 14, 1999",6-9,206,212,96,Brazil,,,,,C
Brazilian-NBB,2019 - 2020,International,Brent Jackson,MIN,19,232.4,89,31,0.356,17,0.315,10,0.833,6,19,25,8,6,2,16,41,1994,Mar,"Mar 2, 1994",6-4,193,200,91,United States,Fountain Fort Carson High School,,,,G
Brazilian-NBB,2019 - 2020,International,Dominic Phillips,PATO,10,196.9,88,31,0.383,5,0.227,21,0.875,5,12,17,22,11,0,16,14,1991,Jan,"Jan 28, 1991",5-11,180,185,84,United States,Woodbridge High School,,,,G
Brazilian-NBB,2019 - 2020,International,Jalen Jones,SPFC,23,271.5,86,29,0.377,11,0.268,17,0.85,8,28,36,17,5,3,8,28,1995,Aug,"Aug 3, 1995",6-2,188,209,95,United States,Cedar Hill High School,,,,SG
Brazilian-NBB,2019 - 2020,International,Guilherme Lessa,MOG,26,337.7,82,34,0.42,6,0.261,8,0.444,13,22,35,17,16,1,10,48,1995,May,"May 7, 1995",5-10,178,175,79,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Lucao Moraes,RIO,25,266.5,78,26,0.448,0,0.0,26,0.703,24,35,59,8,4,3,16,57,1994,Feb,"Feb 27, 1994",6-10,208,210,95,Brazil,,,,,C
Brazilian-NBB,2019 - 2020,International,Gustavo de Paula,PIN,27,351.9,70,25,0.309,13,0.236,7,0.778,9,21,30,21,9,2,11,38,1993,Jan,"Jan 23, 1993",6-4,193,198,90,Brazil,,,,,SG
Brazilian-NBB,2019 - 2020,International,Guilherme Teichmann,CORI,15,226.1,66,29,0.784,0,0.0,8,0.444,14,47,61,24,23,10,10,35,1983,Sep,"Sep 3, 1983",6-9,206,205,93,Brazil,Centro Educacional da Lagoa,,,,PF
Brazilian-NBB,2019 - 2020,International,Alexei Patricio,MIN,26,263.1,60,18,0.31,5,0.238,19,0.792,10,25,35,16,5,1,11,58,1997,Jun,"Jun 7, 1997",6-4,193,188,85,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Guilherme do Carmo,BRA,22,237.8,60,22,0.328,6,0.188,10,0.667,6,15,21,7,10,2,11,23,1997,May,"May 11, 1997",6-5,196,178,81,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Guilherme Hubner,FRA,11,122.7,56,21,0.656,1,0.25,13,0.813,6,21,27,3,4,4,7,27,1987,Apr,"Apr 28, 1987",6-10,208,275,125,Brazil,,,,,PF
Brazilian-NBB,2019 - 2020,International,Marcelo Ruediger,BRA,17,135.3,55,23,0.657,0,0.0,9,0.643,17,25,42,3,1,1,11,20,1993,Nov,"Nov 30, 1993",6-10,208,260,118,Brazil,Lee Academy Prep,,,,C
Brazilian-NBB,2019 - 2020,International,Douglas Santos,CORI,24,166.4,52,18,0.462,0,0.0,16,0.667,11,11,22,4,6,4,8,34,1998,Jul,"Jul 26, 1998",6-7,201,210,95,Brazil,,,,,F
Brazilian-NBB,2019 - 2020,International,Leron Black,MIN,12,109.3,48,19,0.463,7,0.368,3,0.6,10,13,23,4,2,2,6,19,1996,Jan,"Jan 31, 1996",6-7,201,220,100,United States,White Station High School,,,,SF
Brazilian-NBB,2019 - 2020,International,Alex Doria,MOG,24,209.2,40,16,0.364,0,0.0,8,0.571,16,17,33,6,9,6,12,43,1997,Aug,"Aug 12, 1997",6-9,206,205,93,Brazil,,,,,SF
Brazilian-NBB,2019 - 2020,International,Delano Spencer,FAC,10,144.2,40,15,0.326,5,0.227,5,0.556,2,11,13,8,4,0,7,20,1994,Sep,"Sep 7, 1994",6-3,191,200,91,United States,Oldsmar Christian Academy,,,,G
Brazilian-NBB,2019 - 2020,International,Gabriel Fernandes,CEA,22,148.3,36,14,0.389,5,0.278,3,0.75,0,8,8,6,8,0,3,15,1997,Sep,"Sep 30, 1997",6-4,193,N/A,,Brazil,,,,,GF
Brazilian-NBB,2019 - 2020,International,Leron Black,FLA,11,69.5,33,11,0.367,5,0.263,6,0.6,7,12,19,1,1,0,4,14,1996,Jan,"Jan 31, 1996",6-7,201,220,100,United States,White Station High School,,,,SF
Brazilian-NBB,2019 - 2020,International,Gustavo Ruiz,MOG,13,114.8,32,12,0.444,4,0.333,4,0.667,2,4,6,10,5,0,5,23,1995,Feb,"Feb 22, 1995",6-3,191,N/A,,Brazil,,,,,SG
Brazilian-NBB,2019 - 2020,International,Leandro Azevedo,PATO,17,159.2,31,10,0.238,5,0.167,6,0.6,7,20,27,13,4,0,2,20,,,,6-8,203,230,104,Brazil,,,,,F
Brazilian-NBB,2019 - 2020,International,Pedro Nunes,FLA,20,146.7,28,10,0.37,2,0.2,6,0.429,6,18,24,6,4,0,6,15,2000,Aug,"Aug 23, 2000",6-7,201,192,87,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Thiago Carneiro,RIO,17,121.3,28,11,0.423,2,0.167,4,0.8,1,12,13,7,4,0,2,11,1991,Oct,"Oct 12, 1991",6-3,191,N/A,,Brazil,,,,,GF
Brazilian-NBB,2019 - 2020,International,Felipe Queiroz Araujo,MIN,17,80.5,26,9,0.375,7,0.368,1,0.5,2,11,13,1,0,0,3,17,1998,Mar,"Mar 31, 1998",6-8,203,216,98,Brazil,,,,,F
Brazilian-NBB,2019 - 2020,International,Aquiles Ferreira,PATO,16,91.1,26,9,0.36,4,0.25,4,0.444,6,9,15,3,4,1,4,9,1998,Feb,"Feb 3, 1998",6-5,196,196,89,Brazil,,,,,SG
Brazilian-NBB,2019 - 2020,International,Luiz Nascimento,MOG,20,66.4,25,10,0.588,5,0.455,0,0.0,2,6,8,3,0,0,2,10,2000,Dec,"Dec 8, 2000",6-3,191,N/A,,Brazil,,,,,GF
Brazilian-NBB,2019 - 2020,International,Vinicius Malachias,BAU,16,119.9,23,9,0.321,0,0.0,5,0.833,11,12,23,4,5,3,5,17,1999,Dec,"Dec 1, 1999",6-8,203,214,97,Brazil,,,,,PF
Brazilian-NBB,2019 - 2020,International,Marcio Santos,FRA,16,59.0,23,7,0.467,2,0.4,7,0.778,4,9,13,2,0,1,4,17,2002,Nov,"Nov 2, 2002",6-9,206,253,115,Brazil,,,,,FC
Brazilian-NBB,2019 - 2020,International,Carlos Buemo,SAO,10,96.9,22,7,0.412,3,0.273,5,0.556,3,8,11,10,1,0,6,13,1996,Feb,"Feb 12, 1996",6-5,196,182,83,Argentina,,,,,SG
Brazilian-NBB,2019 - 2020,International,Cassiano Bueno,SPFC,21,87.3,21,8,0.308,2,0.133,3,0.75,3,10,13,2,1,0,9,12,1997,Jan,"Jan 16, 1997",6-1,185,188,85,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Jonatan Oliveira,PAU,16,65.5,21,8,0.5,5,0.5,0,0.0,0,2,2,1,0,0,2,10,1999,Aug,"Aug 4, 1999",6-2,188,189,86,Brazil,,,,,SG
Brazilian-NBB,2019 - 2020,International,Gabriel Dos Santos,BRA,15,92.3,20,6,0.222,1,0.063,7,0.778,6,3,9,5,6,0,3,7,1993,Jan,"Jan 16, 1993",6-4,193,210,95,United States,Coral Springs High School,,,,G
Brazilian-NBB,2019 - 2020,International,Barbosa Santana,PAU,22,99.9,17,4,0.174,2,0.133,7,0.7,9,11,20,6,1,0,3,19,2000,Jul,"Jul 3, 2000",6-4,193,205,93,Brazil,,,,,G
Brazilian-NBB,2019 - 2020,International,Wilmar Borges,FAC,14,58.7,16,5,0.455,1,0.5,5,0.833,5,13,18,2,1,0,3,11,1993,Mar,"Mar 28, 1993",6-7,201,N/A,,Brazil,,,,,F
Brazilian-NBB,2019 - 2020,International,Danilo Penteado,SPFC,11,35.9,14,5,0.333,2,0.2,2,1.0,3,0,3,2,1,0,1,5,1999,Mar,"Mar 10, 1999",6-7,201,218,99,Brazil,,,,,SG
Brazilian-NBB,2019 - 2020,International,Emanuel Matias,BAU,13,69.2,14,6,0.75,0,0.0,2,1.0,3,6,9,4,2,1,6,12,1999,May,"May 21, 1999",6-6,198,187,85,Brazil,,,,,SF
Brazilian-NBB,2019 - 2020,International,Juliano Armani,CEA,24,66.1,13,3,0.2,3,0.375,4,0.667,5,8,13,3,1,0,11,10,1997,Nov,"Nov 15, 1997",6-1,185,170,77,Brazil,,,,,SG
Brazilian-NBB,2019 - 2020,International,Rafael Castro,PAU,10,18.2,8,3,0.6,0,0.0,2,1.0,1,2,3,0,1,0,0,7,2000,Jan,"Jan 14, 2000",6-10,208,235,107,Brazil,,,,,C
Brazilian-NBB,2019 - 2020,International,Lele Oliveira,RIO,10,25.1,6,3,0.75,0,0.0,0,0.0,1,1,2,0,2,0,0,4,1996,Feb,"Feb 27, 1996",6-7,201,198,90,Brazil,,,,,F
Brazilian-NBB,2019 - 2020,International,Adyel Borges,FRA,11,24.1,6,2,0.286,0,0.0,2,0.5,0,4,4,4,2,1,3,4,2002,Mar,"Mar 17, 2002",6-1,185,185,84,Brazil,,,,,PG
Brazilian-NBB,2019 - 2020,International,Jackson Da Silva,BOT,16,28.9,2,1,0.167,0,0.0,0,0.0,0,1,1,1,2,0,2,8,1996,Sep,"Sep 29, 1996",6-4,193,N/A,,Brazil,,,,,GF
British-BBL,2019 - 2020,International,Lovell Cook,SUR,14,432.7,267,104,0.473,25,0.49,34,0.872,16,67,83,34,14,4,31,29,1990,Aug,"Aug 1, 1990",6-6,198,215,98,United States,Warren Easton High School,,,,F
British-BBL,2019 - 2020,International,Ali Fraser,CAL,15,462.6,244,108,0.6,2,0.4,26,0.743,37,74,111,49,15,11,26,44,1992,Aug,"Aug 13, 1992",6-7,201,235,107,Scotland,Falkirk Clark Eriksson Fury,,,,F
British-BBL,2019 - 2020,International,Ovie Soko,LON,12,317.5,242,84,0.475,3,0.115,71,0.78,21,77,98,21,13,0,40,40,1991,Feb,"Feb 7, 1991",6-8,203,225,102,England,Bethel High School ,,,,SF
British-BBL,2019 - 2020,International,Parker Jackson-Cartwright,CHE,12,433.2,239,83,0.459,26,0.371,47,0.758,11,51,62,89,42,1,34,32,1995,Jul,"Jul 12, 1995",5-11,180,170,77,United States,Loyola High School ,,,,G
British-BBL,2019 - 2020,International,Justin Robinson,LON,13,411.6,219,78,0.438,28,0.35,35,0.875,9,33,42,64,19,0,30,38,1987,Oct,"Oct 17, 1987",6-2,188,190,86,England,Blair Academy,,,,SG
British-BBL,2019 - 2020,International,Skyler White,SUR,14,399.1,217,73,0.44,40,0.396,31,0.721,30,81,111,20,12,23,20,35,1993,Aug,"Aug 24, 1993",6-7,201,220,100,United States,Northfield Mount Hermon School,,,,F
British-BBL,2019 - 2020,International,Connor Cashaw,OHS,13,445.1,211,81,0.506,20,0.435,29,0.829,23,79,102,46,11,0,17,26,1996,Oct,"Oct 29, 1996",6-5,196,200,91,United States,Stevenson High School,,,,SG
British-BBL,2019 - 2020,International,Rahmon Fletcher,NEW,13,435.9,210,83,0.474,10,0.208,34,0.723,4,29,33,117,12,1,50,27,1988,Nov,"Nov 18, 1988",5-10,178,165,75,United States,Paseo Academy,,,,PG
British-BBL,2019 - 2020,International,Tayo Ogedegebe,SUR,13,445.5,207,66,0.478,11,0.314,64,0.719,11,34,45,33,16,2,30,30,1987,May,"May 15, 1987",6-6,198,210,95,England,,,,,F
British-BBL,2019 - 2020,International,Mark Hughes,WOR,14,460.6,202,73,0.5,28,0.438,28,0.778,6,56,62,38,16,1,24,37,1997,Feb,"Feb 15, 1997",6-4,193,205,93,United States,Ursuline High School,,,,PG
British-BBL,2019 - 2020,International,Nicholas Lewis,OHS,13,408.0,196,71,0.378,33,0.308,21,0.7,9,48,57,28,23,0,21,28,1993,Mar,"Mar 24, 1993",6-3,191,185,84,Canada / England,Our Savior New American School,,,,PG
British-BBL,2019 - 2020,International,Namon Wright,LEI,12,348.5,189,64,0.467,29,0.439,32,0.865,5,41,46,21,4,1,20,25,1994,Jun,"Jun 25, 1994",6-5,196,205,93,United States,Findlay College Prep,,,,G
British-BBL,2019 - 2020,International,Dante Thorpe,CAL,14,318.7,189,75,0.568,10,0.357,29,0.829,8,22,30,33,21,1,12,35,1994,Jul,"Jul 27, 1994",6-4,193,195,88,United States,Friendship Collegiate Academy Public Charter School,,,,G
British-BBL,2019 - 2020,International,Brandon Peel,LON,14,375.7,188,72,0.48,15,0.319,29,0.707,41,84,125,22,12,5,28,19,1994,Nov,"Nov 1, 1994",6-7,201,200,91,United States,Riverdale Baptist School,,,,F
British-BBL,2019 - 2020,International,Eduard Arques,MAN,13,327.2,187,75,0.399,10,0.189,27,0.711,22,71,93,19,10,8,20,38,1994,Jul,"Jul 12, 1994",6-8,203,215,98,Spain,,,,,C
British-BBL,2019 - 2020,International,Ingus Bankevics,MAN,11,361.0,186,62,0.36,34,0.347,28,0.778,8,17,25,28,4,0,27,33,1985,Apr,"Apr 18, 1985",6-5,196,210,95,Latvia,,,,,GF
British-BBL,2019 - 2020,International,Greg Pryor,CAL,15,508.7,184,70,0.458,25,0.455,19,0.655,10,67,77,77,27,0,33,29,1995,Sep,"Sep 11, 1995",6-2,188,195,88,United States,Ridgeway High School,,,,G
British-BBL,2019 - 2020,International,Rashad Hassan,UCP,10,303.1,183,85,0.616,0,0.0,13,0.52,13,69,82,13,2,4,18,24,1989,Sep,"Sep 23, 1989",6-7,201,215,98,United States,Riverdale High School,,,,F
British-BBL,2019 - 2020,International,Gentrey Thomas,BRI,11,365.6,179,65,0.433,20,0.351,29,0.604,17,67,84,48,15,4,32,28,1993,May,"May 29, 1993",6-3,191,200,91,Canada,Orangeville Prep,,,,G
British-BBL,2019 - 2020,International,Cortez Edwards,WOR,14,489.8,178,69,0.448,10,0.263,30,0.75,24,72,96,90,25,12,32,23,1997,May,"May 1, 1997",6-2,188,180,82,United States,Osceola High School,,,,PG
British-BBL,2019 - 2020,International,Terrell Vinson,CAL,14,376.9,178,67,0.465,26,0.371,18,0.75,8,65,73,23,14,8,21,34,1990,Aug,"Aug 2, 1990",6-7,201,220,100,United States,St. Frances Academy,,,,GF
British-BBL,2019 - 2020,International,Levi Bradley,BRI,12,288.0,177,64,0.43,19,0.345,30,0.769,15,36,51,3,3,2,10,25,1996,Sep,"Sep 26, 1996",6-7,201,210,95,United States,Pius XI High School,,,,SF
British-BBL,2019 - 2020,International,Demonte Flanningan,CHE,13,335.1,175,76,0.543,10,0.5,13,0.867,29,67,96,13,12,12,18,32,1995,Feb,"Feb 5, 1995",6-7,201,240,109,United States,Villa Angela-St. Joseph High School,,,,F
British-BBL,2019 - 2020,International,Ben Mockford,CHE,12,385.7,173,62,0.376,23,0.264,26,0.788,2,12,14,25,12,1,21,18,1989,Aug,"Aug 18, 1989",6-2,188,170,77,England / United States,Oak Hill Academy,,,,SG
British-BBL,2019 - 2020,International,Jordan Kevin Williams,WOR,12,401.4,170,72,0.514,3,0.3,23,0.489,18,64,82,43,7,4,32,26,1995,Oct,"Oct 16, 1995",6-8,203,240,109,England,,,,,F
British-BBL,2019 - 2020,International,Jalen Hayes,CHE,11,341.4,168,66,0.443,10,0.278,26,0.765,16,47,63,34,15,9,22,26,1995,Feb,"Feb 21, 1995",6-7,201,215,98,United States / England,JW Sexton High School,,,,F
British-BBL,2019 - 2020,International,Mike Morsell,NEW,11,277.4,166,59,0.492,14,0.4,34,0.723,12,36,48,18,19,5,18,27,1996,Aug,"Aug 28, 1996",6-5,196,210,95,United States,St. John's College High School,,,,F
British-BBL,2019 - 2020,International,Kofi Josephs,WOR,12,332.5,165,55,0.393,28,0.326,27,0.818,7,42,49,39,9,3,16,13,1991,Sep,"Sep 13, 1991",6-6,198,185,84,England,Arlington Country Day School ,,,,G
British-BBL,2019 - 2020,International,Josh Wilcher,UCP,10,330.6,160,54,0.419,19,0.311,33,0.943,14,16,30,57,12,0,16,21,1991,Feb,"Feb 25, 1991",5-10,178,187,85,Australia,,,,,PG
British-BBL,2019 - 2020,International,Gareth Murray,CAL,15,440.9,160,65,0.516,18,0.3,12,0.857,9,39,48,32,18,4,12,34,1984,Sep,"Sep 23, 1984",6-6,198,210,95,Scotland,Pennfield High School,,,,F
British-BBL,2019 - 2020,International,Darien Nelson-Henry,LEI,12,276.4,158,73,0.64,1,1.0,11,0.579,18,44,62,31,2,9,25,25,1994,Feb,"Feb 17, 1994",6-11,211,265,120,United States,Lake Washington High School,,,,C
British-BBL,2019 - 2020,International,Amir Williams,WOR,10,287.0,158,63,0.583,0,0.0,32,0.696,34,83,117,14,3,24,20,28,1992,Dec,"Dec 23, 1992",6-11,211,250,113,United States / Switzerland,Detroit Country Day School,,,,C
British-BBL,2019 - 2020,International,Bennett Koch,OHS,13,319.2,150,58,0.586,1,1.0,33,0.717,37,33,70,17,10,11,22,37,1995,May,"May 23, 1995",6-10,208,235,107,United States,Ashwaubenon High School,,,,F
British-BBL,2019 - 2020,International,Rob Marsden,OHS,13,364.7,141,64,0.508,1,0.25,12,0.6,18,55,73,14,5,6,7,17,1988,Nov,"Nov 29, 1988",6-7,201,230,104,England,Danum Academy,,,,F
British-BBL,2019 - 2020,International,Mackey McKnight,OHS,12,424.5,139,48,0.393,12,0.255,31,0.912,8,50,58,84,19,0,31,18,1992,Jul,"Jul 18, 1992",6-0,183,170,77,United States,Langham Creek High School,,,,PG
British-BBL,2019 - 2020,International,Jamell Anderson,LEI,12,361.6,129,49,0.576,15,0.429,16,0.667,16,37,53,21,9,4,16,20,1990,Jul,"Jul 6, 1990",6-7,201,214,97,England,,,,,F
British-BBL,2019 - 2020,International,Marcus Delpeche,BRI,12,234.6,126,53,0.546,0,0.0,20,0.513,24,25,49,5,5,8,22,25,1995,Sep,"Sep 28, 1995",6-7,201,215,98,United States,Wilmington Friends School,,,,F
British-BBL,2019 - 2020,International,Devontavius Payne,SUR,12,297.4,126,46,0.43,11,0.275,23,0.657,27,28,55,41,12,6,23,25,1995,Aug,"Aug 28, 1995",6-2,188,175,79,United States,Carbondale High School,,,,G
British-BBL,2019 - 2020,International,Tadas Rinkunas,CAL,15,368.1,124,46,0.489,18,0.4,14,0.824,10,22,32,46,13,1,19,21,1991,Mar,"Mar 30, 1991",6-4,193,176,80,Lithuania,,,,,GF
British-BBL,2019 - 2020,International,Josh Ward-Hibbert,LEI,11,244.4,123,48,0.516,14,0.412,13,0.684,16,49,65,12,11,2,12,17,1994,Jan,"Jan 25, 1994",6-4,193,190,86,England,,,,,F
British-BBL,2019 - 2020,International,Darrius Defoe,NEW,12,299.6,119,50,0.435,0,0.0,19,0.76,19,60,79,21,7,5,17,36,1984,Oct,"Oct 30, 1984",6-9,206,220,100,Dominica / England,St. David & St. Katharine School,,,,PF
